row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,270,270,0.25,0.4,no_target,1
1,90,270,0.9,0.15,left,1
2,90,270,0.9,0.15,left,1
3,90,270,0.25,0.4,left,1
4,270,90,0.4,0.4,right,1
5,90,270,0.9,0.15,left,1
6,270,90,0.9,0.15,right,1
7,270,90,0.25,0.4,right,1
8,90,270,0.25,0.4,left,1
9,90,270,0.9,0.15,left,1
10,270,90,0.9,0.15,right,1
11,90,270,0.25,0.25,left,1
12,270,270,0.9,0.15,no_target,1
13,270,270,0.4,0.25,no_target,1
14,90,270,0.9,0.15,left,1
15,270,90,0.4,0.25,right,1
16,270,90,0.25,0.25,right,1
17,270,270,0.9,0.15,no_target,1
18,270,270,0.4,0.4,no_target,1
19,270,270,0.9,0.15,no_target,1
20,270,90,0.9,0.15,right,1
21,270,270,0.9,0.15,no_target,1
22,90,270,0.4,0.25,left,1
23,270,90,0.4,0.4,right,1
24,270,90,0.9,0.15,right,1
25,90,270,0.9,0.15,left,1
26,270,90,0.9,0.15,right,1
27,270,90,0.4,0.4,right,1
28,270,90,0.4,0.25,right,1
29,270,270,0.9,0.15,no_target,1
30,270,270,0.25,0.4,no_target,1
31,270,270,0.4,0.4,no_target,1
32,90,270,0.9,0.15,left,1
33,90,270,0.9,0.15,left,1
34,270,90,0.9,0.15,right,1
35,270,90,0.9,0.15,right,1
36,270,90,0.25,0.4,right,1
37,270,90,0.9,0.15,right,1
38,270,270,0.25,0.4,no_target,1
39,270,270,0.4,0.4,no_target,1
40,270,90,0.9,0.15,right,1
41,90,270,0.4,0.4,left,1
42,90,270,0.9,0.15,left,1
43,270,90,0.25,0.4,right,1
44,270,90,0.4,0.4,right,1
45,270,270,0.9,0.15,no_target,1
46,90,270,0.9,0.15,left,1
47,270,270,0.4,0.25,no_target,1
48,90,270,0.4,0.25,left,1
49,90,270,0.4,0.25,left,1
50,90,270,0.9,0.15,left,1
51,270,270,0.9,0.15,no_target,1
52,270,90,0.25,0.25,right,1
53,270,90,0.4,0.4,right,1
54,270,90,0.4,0.25,right,1
55,270,90,0.25,0.4,right,1
56,90,270,0.4,0.25,left,1
57,90,270,0.4,0.4,left,1
58,90,270,0.4,0.25,left,1
59,90,270,0.25,0.25,left,1
60,270,270,0.25,0.25,no_target,1
61,90,270,0.9,0.15,left,1
62,270,270,0.4,0.4,no_target,1
63,270,90,0.9,0.15,right,1
64,270,270,0.25,0.4,no_target,1
65,90,270,0.4,0.4,left,1
66,270,270,0.25,0.25,no_target,1
67,270,90,0.4,0.25,right,1
68,90,270,0.4,0.4,left,1
69,270,90,0.25,0.25,right,1
70,270,270,0.9,0.15,no_target,1
71,90,270,0.25,0.4,left,1
72,270,270,0.9,0.15,no_target,1
73,270,270,0.9,0.15,no_target,1
74,270,270,0.9,0.15,no_target,1
75,270,270,0.9,0.15,no_target,1
76,90,270,0.4,0.4,left,1
77,270,270,0.4,0.4,no_target,1
78,270,90,0.25,0.25,right,1
79,270,270,0.9,0.15,no_target,1
80,270,270,0.4,0.25,no_target,1
81,90,270,0.25,0.25,left,1
82,270,270,0.25,0.25,no_target,1
83,270,90,0.25,0.4,right,1
84,90,270,0.25,0.25,left,1
85,270,90,0.4,0.25,right,1
86,270,270,0.25,0.25,no_target,1
87,270,270,0.25,0.25,no_target,1
88,270,270,0.25,0.4,no_target,1
89,90,270,0.25,0.4,left,1
90,270,270,0.4,0.25,no_target,1
91,90,270,0.25,0.4,left,1
92,90,270,0.9,0.15,left,1
93,270,90,0.9,0.15,right,1
94,90,270,0.25,0.25,left,1
95,270,90,0.9,0.15,right,1
96,270,270,0.4,0.25,no_target,1
97,270,90,0.25,0.25,right,1
98,270,90,0.9,0.15,right,1
